company,listing_date,issue_price,yahoo_symbol,ret_1d,basis,yahoo_first_date,yahoo_last_date,delisted,ret_6m,ret_12m,ret_24m,bottom_12m_pct,sessions_to_bottom,peak_24m_pct,sessions_to_peak,cg_ipo_id,current_ret,bottom_so_far_pct,bottom_so_far_session
Bikaji Foods International Ltd.,2022-11-16,300.0,BIKAJI.NS,5.8,cg_bridge,2022-11-16,2025-01-23,False,29.1,83.0,162.2,3.6,3.0,226.2,456.0,1332,,,
Global Health Ltd.,2022-11-16,336.0,MEDANTA.NS,23.6,cg_bridge,2022-11-18,2025-01-23,False,68.4,165.2,219.9,23.6,0.0,343.8,313.0,1330,,,
Fusion Micro Finance Ltd.,2022-11-15,368.0,FUSION.NS,-11.7,cg_bridge,2022-11-15,2025-01-22,False,23.6,62.3,-51.7,-11.7,0.0,82.3,177.0,1331,,,
DCX Systems Ltd.,2022-11-11,207.0,DCXINDIA.NS,49.2,cg_bridge,2022-11-11,2025-01-17,False,-11.7,34.0,64.1,-32.2,95.0,114.8,404.0,1316,,,
Tracxn Technologies Ltd.,2022-10-20,80.0,TRACXN.NS,16.6,cg_bridge,2022-10-20,2024-12-27,False,-14.6,-11.4,7.4,-23.3,109.0,48.0,304.0,1199,,,
Electronics Mart India Ltd.,2022-10-17,59.0,EMIL.NS,43.2,cg_bridge,2022-10-17,2024-12-24,False,26.8,185.3,271.2,7.0,111.0,311.4,406.0,1318,,,
Harsha Engineers International Ltd.,2022-09-26,330.0,HARSHA.NS,47.4,cg_bridge,2022-09-26,2024-12-03,False,-0.6,27.6,51.6,-2.2,124.0,81.6,434.0,1283,,,
Tamilnad Mercantile Bank Ltd.,2022-09-15,510.0,TMB.NS,-0.1,cg_bridge,2022-09-15,2024-11-22,False,-16.9,7.0,-6.4,-21.6,139.0,17.1,270.0,1287,,,
Dreamfolks Services Ltd.,2022-09-06,326.0,DREAMFOLKS.NS,41.8,cg_bridge,2022-09-06,2024-11-13,False,37.5,57.7,44.8,8.5,77.0,150.4,225.0,1281,,,
Syrma SGS Technology Ltd.,2022-08-26,220.0,SYRMA.NS,41.1,cg_bridge,2022-08-26,2024-11-01,False,25.9,144.4,106.5,14.6,106.0,207.6,324.0,1276,,,
Aether Industries Ltd.,2022-06-03,642.0,AETHER.NS,20.6,cg_bridge,2022-06-03,2024-08-09,False,41.4,43.0,25.2,16.9,11.0,81.6,261.0,1257,,,
eMudhra Ltd.,2022-06-01,256.0,EMUDHRA.NS,0.7,cg_bridge,2022-06-01,2024-08-08,False,20.7,69.7,197.5,-17.8,205.0,218.8,448.0,1254,,,
Ethos Ltd.,2022-05-30,878.0,ETHOSLTD.NS,-8.5,cg_bridge,2022-05-30,2024-08-06,False,2.4,38.5,172.8,-15.0,4.0,219.6,432.0,1247,,,
Paradeep Phosphates Ltd.,2022-05-27,42.0,PARADEEP.NS,4.5,cg_bridge,2022-05-27,2024-08-02,False,31.9,24.6,63.1,-10.4,20.0,95.6,421.0,1253,,,
Delhivery Ltd.,2022-05-24,487.0,DELHIVERY.NS,10.1,cg_bridge,2022-05-24,2024-07-31,False,-31.2,-25.5,-17.0,-39.2,172.0,-2.8,420.0,1213,,,
Venus Pipes & Tubes Ltd.,2022-05-24,326.0,VENUSPIPES.NS,8.7,cg_bridge,2022-05-24,2024-07-31,False,116.0,197.4,559.5,0.1,24.0,559.5,492.0,1248,,,
Prudent Corporate Advisory Services Ltd.,2022-05-20,630.0,PRUDENT.NS,-10.8,cg_bridge,2022-05-20,2024-07-26,False,27.7,35.9,157.0,-24.5,4.0,159.8,481.0,1252,,,
Life Insurance Corp.of India,2022-05-17,949.0,LICI.NS,-7.8,cg_bridge,2022-05-17,2024-07-24,False,-31.0,-39.9,2.6,-44.0,218.0,16.5,429.0,1221,,,
Rainbow Children's Medicare Ltd.,2022-05-10,542.0,RAINBOW.NS,-16.9,cg_bridge,2022-05-10,2024-07-16,False,56.2,49.0,158.3,-22.5,29.0,189.9,490.0,1250,,,
Campus Activewear Ltd.,2022-05-09,292.0,CAMPUS.NS,29.8,cg_bridge,2022-05-09,2024-07-16,False,86.1,24.5,-15.3,6.1,29.0,116.4,113.0,1249,,,
Hariom Pipe Industries Ltd.,2022-04-13,153.0,HARIOMPIPE.BO,51.0,cg_bridge,2022-04-13,2024-06-20,False,83.7,240.6,289.6,23.3,45.0,378.2,393.0,1240,,,
Veranda Learning Solutions Ltd.,2022-04-11,137.0,VERANDA.NS,-4.2,cg_bridge,2022-04-11,2024-06-18,False,153.7,46.3,45.0,-4.2,0.0,169.6,105.0,1236,,,
Uma Exports Ltd.,2022-04-07,68.0,UMAEXPORTS.NS,17.3,cg_bridge,2022-04-07,2024-06-14,False,-28.2,-39.5,29.7,-46.3,242.0,46.5,465.0,1235,,,
Vedant Fashions Ltd.,2022-02-16,866.0,MANYAVAR.NS,7.8,cg_bridge,2022-02-16,2024-04-25,False,38.5,41.6,12.3,-6.1,6.0,69.6,158.0,1217,,,
Adani Wilmar Ltd.,2022-02-08,230.0,AWL.NS,16.6,cg_bridge,2022-02-08,2024-04-16,False,189.4,82.1,51.6,16.6,0.0,265.7,52.0,1173,,,
AGS Transact Technologies Ltd.,2022-01-31,175.0,AGSTRA.NS,-8.0,cg_bridge,2022-01-31,2024-04-09,False,-52.7,-66.8,-33.8,-67.5,248.0,-29.4,492.0,1209,,,
Innova Captab Ltd.,2023-12-29,448.0,INNOVACAP.NS,20.8,cg_bridge,2023-12-29,2026-03-06,False,13.5,141.3,58.5,0.3,60.0,176.8,251.0,1599,,,
Azad Engineering Ltd.,2023-12-28,524.0,AZAD.NS,29.3,cg_bridge,2023-12-28,2026-03-06,False,263.1,220.8,214.0,25.8,14.0,278.2,114.0,1597,,,
Happy Forgings Ltd.,2023-12-27,850.0,HAPPYFORGE.NS,21.3,cg_bridge,2023-12-27,2026-03-05,False,43.9,17.0,28.1,-4.1,55.0,50.3,128.0,1585,,,
Credo Brands Marketing Ltd.,2023-12-27,280.0,MUFTI.NS,11.5,cg_bridge,2023-12-27,2026-03-05,False,-41.2,-37.6,-64.4,-46.1,105.0,-19.5,161.0,1595,,,
RBZ Jewellers Ltd.,2023-12-27,100.0,RBZJEWEL.NS,5.0,cg_bridge,2023-12-27,2026-03-05,False,35.7,104.4,41.1,5.0,0.0,139.7,253.0,1588,,,
Motisons Jewellers Ltd.,2023-12-26,55.0,MOTISONS.NS,88.3,cg_bridge,2023-12-26,2026-03-04,False,199.2,385.3,183.1,70.0,2.0,486.4,215.0,1587,,,
Muthoot Microfin Ltd.,2023-12-26,291.0,MUTHOOTMF.NS,-8.5,cg_bridge,2023-12-26,2026-03-04,False,-15.6,-37.7,-38.9,-37.7,245.0,-32.6,474.0,1582,,,
Suraj Estate Developers Ltd.,2023-12-26,360.0,SURAJEST.NS,-7.1,cg_bridge,2023-12-26,2026-03-04,False,25.0,66.2,-33.5,-27.6,63.0,127.2,157.0,1589,,,
Inox India Ltd.,2023-12-21,660.0,INOXINDIA.NS,42.4,cg_bridge,2023-12-21,2026-02-27,False,102.1,65.5,71.7,22.8,22.0,121.1,131.0,1593,,,
DOMS Industries Ltd.,2023-12-20,790.0,DOMS.NS,67.9,cg_bridge,2023-12-20,2026-02-26,False,147.4,270.9,227.8,58.3,6.0,288.5,227.0,1581,,,
India Shelter Finance Corp.Ltd.,2023-12-20,493.0,INDIASHLTR.NS,10.5,cg_bridge,2023-12-20,2026-02-26,False,47.1,42.8,68.6,7.3,60.0,103.3,390.0,1477,,,
Flair Writing Industries Ltd.,2023-12-01,304.0,FLAIR.NS,48.3,cg_bridge,2023-12-01,2026-02-06,False,-6.1,-7.4,-2.6,-17.5,79.0,16.1,410.0,1571,,,
Tata Technologies Ltd.,2023-11-30,500.0,TATATECH.NS,162.6,cg_bridge,2023-11-30,2026-02-06,False,110.0,87.7,35.8,86.6,244.0,91.3,247.0,1418,,,
Gandhar Oil Refinery (India) Ltd.,2023-11-30,169.0,GANDHAR.NS,78.3,cg_bridge,2023-11-30,2026-02-06,False,18.7,31.9,-22.6,12.2,123.0,44.7,215.0,1567,,,
Fedbank Financial Services Ltd.,2023-11-30,140.0,FEDFINA.NS,0.2,cg_bridge,2023-11-30,2026-02-06,False,-13.8,-18.0,4.8,-32.9,240.0,16.1,456.0,1568,,,
Indian Renewable Energy Development Agency Ltd.,2023-11-29,32.0,IREDA.NS,87.5,cg_bridge,2023-11-29,2026-02-05,False,478.9,551.3,346.6,87.5,0.0,805.2,152.0,1569,,,
ASK Automotive Ltd.,2023-11-15,282.0,ASKAUTOLTD.NS,10.0,cg_bridge,2023-11-15,2026-01-22,False,8.9,47.4,66.0,-13.6,80.0,103.0,460.0,1563,,,
Protean eGov Technologies Ltd.,2023-11-13,792.0,PROTEAN.BO,11.5,cg_bridge,2023-11-13,2026-01-20,False,44.4,132.8,9.8,11.5,0.0,176.6,193.0,1545,,,
ESAF Small Finance Bank Ltd.,2023-11-10,60.0,ESAFSFB.NS,15.1,cg_bridge,2023-11-10,2026-01-16,False,-7.8,-25.3,-54.2,-28.8,235.0,-24.3,243.0,1553,,,
Honasa Consumer Ltd.,2023-11-07,324.0,HONASA.NS,4.0,cg_bridge,2023-11-07,2026-01-14,False,32.1,19.7,-14.5,-6.8,2.0,67.2,205.0,1551,,,
Cello World Ltd.,2023-11-06,648.0,CELLO.NS,22.2,cg_bridge,2023-11-06,2026-01-13,False,43.7,26.8,-1.7,11.6,86.0,52.8,168.0,1552,,,
Blue Jet Healthcare Ltd.,2023-11-01,346.0,BLUEJET.NS,19.5,cg_bridge,2023-11-01,2026-01-08,False,12.1,36.6,89.7,-6.9,27.0,192.0,422.0,1547,,,
IRM Energy Ltd.,2023-10-26,505.0,IRMENERGY.NS,-6.3,cg_bridge,2023-10-26,2026-01-02,False,14.0,-26.6,-36.5,-26.6,245.0,-18.7,254.0,1543,,,
Plaza Wires Ltd.,2023-10-12,54.0,PLAZACABLE.NS,48.5,cg_bridge,2023-10-12,2025-12-19,False,80.0,52.9,-5.0,45.6,155.0,76.3,195.0,1539,,,
Valiant Laboratories Ltd.,2023-10-06,140.0,VALIANTLAB.NS,21.6,cg_bridge,2023-10-06,2025-12-12,False,18.5,-15.7,-40.2,-22.8,210.0,-5.7,226.0,1525,,,
Updater Services Ltd.,2023-10-04,300.0,UDS.NS,-5.4,cg_bridge,2023-10-04,2025-12-11,False,9.1,22.3,-13.7,-14.9,19.0,44.2,268.0,1528,,,
JSW Infrastructure Ltd.,2023-10-03,119.0,JSWINFRA.NS,32.2,cg_bridge,2023-10-03,2025-12-10,False,111.8,190.3,166.4,32.2,0.0,199.7,184.0,1512,,,
Manoj Vaibhav Gems 'N' Jewellers Ltd.,2023-10-03,215.0,MVGJL.NS,0.2,cg_bridge,2023-10-03,2025-12-10,False,22.5,25.9,-11.6,-14.7,111.0,40.0,233.0,1513,,,
Yatra Online Ltd.,2023-09-28,142.0,YATRA.NS,-4.3,cg_bridge,2023-09-28,2025-12-05,False,0.7,-5.9,-1.0,-14.6,196.0,16.0,482.0,1507,,,
Sai Silks (Kalamandir) Ltd.,2023-09-27,222.0,KALAMANDIR.NS,10.3,cg_bridge,2023-09-27,2025-12-04,False,-10.2,-19.3,-31.5,-31.6,215.0,-13.1,292.0,1508,,,
Signatureglobal (India) Ltd.,2023-09-27,385.0,SIGNATURE.NS,19.1,cg_bridge,2023-09-27,2025-12-04,False,243.0,316.0,174.1,19.1,0.0,318.9,247.0,1382,,,
Zaggle Prepaid Ocean Services Ltd.,2023-09-22,164.0,ZAGGLE.NS,-3.4,cg_bridge,2023-09-22,2025-11-28,False,79.0,170.3,115.8,-3.4,0.0,254.7,301.0,1505,,,
SAMHI Hotels Ltd.,2023-09-22,126.0,SAMHI.NS,13.8,cg_bridge,2023-09-22,2025-11-28,False,64.7,62.9,65.9,11.1,20.0,97.6,449.0,1502,,,
EMS Ltd.,2023-09-21,211.0,EMSLIMITED.NS,32.6,cg_bridge,2023-09-21,2025-11-28,False,86.8,287.2,172.4,17.8,4.0,360.2,304.0,1496,,,
R R Kabel Ltd.,2023-09-20,1035.0,RRKABEL.NS,15.7,cg_bridge,2023-09-20,2025-11-27,False,37.9,62.0,21.3,13.8,1.0,76.8,193.0,1503,,,
Jupiter Life Line Hospitals Ltd.,2023-09-18,735.0,JLHL.NS,46.4,cg_bridge,2023-09-18,2025-11-25,False,53.5,86.5,99.1,34.3,29.0,131.1,373.0,1494,,,
Ratnaveer Precision Engineering Ltd.,2023-09-11,98.0,RATNAVEER.NS,32.0,cg_bridge,2023-09-11,2025-11-18,False,25.5,85.0,49.5,13.3,123.0,168.0,295.0,1488,,,
Rishabh Instruments Ltd.,2023-09-11,441.0,RISHABH.NS,0.5,cg_bridge,2023-09-11,2025-11-18,False,3.9,-15.7,0.0,-16.4,235.0,8.0,489.0,1490,,,
Vishnu Prakash R.Punglia Ltd.,2023-09-05,99.0,VPRPL.NS,47.2,cg_bridge,2023-09-05,2025-11-12,False,71.1,143.1,17.0,46.1,127.0,237.0,308.0,1485,,,
Aeroflex Industries Ltd.,2023-08-31,108.0,AEROFLEX.NS,51.2,cg_bridge,2023-08-31,2025-11-07,False,33.7,55.3,57.8,7.9,130.0,144.6,353.0,1482,,,
Pyramid Technoplast Ltd.,2023-08-29,166.0,PYRAMID.NS,7.0,cg_bridge,2023-08-29,2025-11-04,False,7.1,4.3,-1.2,-17.0,185.0,46.0,293.0,1479,,,
TVS Supply Chain Solutions Ltd.,2023-08-23,197.0,TVSSCS.NS,2.0,cg_bridge,2023-08-23,2025-10-30,False,-3.5,-0.8,-33.1,-24.7,139.0,9.5,256.0,1475,,,
Concord Biotech Ltd.,2023-08-18,741.0,CONCORDBIO.NS,27.2,cg_bridge,2023-08-18,2025-10-24,False,97.6,120.5,121.7,27.2,0.0,251.0,267.0,1472,,,
SBFC Finance Ltd.,2023-08-16,57.0,SBFC.NS,61.8,cg_bridge,2023-08-16,2025-10-23,False,51.0,48.4,84.2,28.7,141.0,108.8,468.0,1470,,,
Yatharth Hospital & Trauma Care Services Ltd.,2023-08-07,300.0,YATHARTH.NS,11.3,cg_bridge,2023-08-07,2025-10-14,False,25.0,45.0,134.4,4.1,7.0,134.4,493.0,1464,,,
Netweb Technologies India Ltd.,2023-07-27,500.0,NETWEB.NS,82.1,cg_bridge,2023-07-27,2025-10-03,False,200.1,377.6,285.4,49.8,64.0,492.2,341.0,1459,,,
Utkarsh Small Finance Bank Ltd.,2023-07-21,25.0,UTKARSHBNK.NS,92.0,cg_bridge,2023-07-21,2025-09-26,False,137.6,100.0,-7.7,83.0,158.0,138.4,186.0,1456,,,
Senco Gold Ltd.,2023-07-14,317.0,SENCO.NS,27.8,cg_bridge,2023-07-14,2025-09-19,False,150.7,204.9,116.1,14.9,4.0,366.1,298.0,1452,,,
Cyient DLM Ltd.,2023-07-10,265.0,CYIENTDLM.NS,58.7,cg_bridge,2023-07-10,2025-09-16,False,148.0,189.4,83.2,58.7,0.0,228.2,157.0,1446,,,
ideaForge Technology Ltd.,2023-07-07,672.0,IDEAFORGE.NS,92.7,cg_bridge,2023-07-07,2025-09-12,False,23.6,23.8,-12.0,-4.7,222.0,27.7,258.0,1442,,,
HMA Agro Industries Ltd.,2023-07-04,585.0,HMAAGRO.BO,0.1,cg_bridge,2023-07-04,2025-09-10,False,30.2,-8.0,-47.4,-15.5,178.0,18.6,187.0,1435,,,
IKIO Lighting Ltd.,2023-06-16,285.0,IKIO.NS,41.7,cg_bridge,2023-06-16,2025-08-22,False,24.1,0.4,-24.1,-13.3,235.0,14.3,272.0,1430,,,
Mankind Pharma Ltd.,2023-05-09,1080.0,MANKIND.NS,0.0,cg_bridge,2023-05-09,2025-07-16,False,26.1,53.5,71.5,-7.0,11.0,110.8,401.0,1412,,,
Avalon Technologies Ltd.,2023-04-18,436.0,AVALON.NS,-8.7,cg_bridge,2023-04-18,2025-06-25,False,22.8,18.3,90.1,-18.3,14.0,132.2,418.0,1405,,,
Udayshivakumar Infra Ltd.,2023-04-03,35.0,USK.NS,-10.0,cg_bridge,2023-04-03,2025-06-10,False,0.1,51.6,7.0,-20.1,12.0,140.3,299.0,1398,,,
Global Surfaces Ltd.,2023-03-23,140.0,GSLSU.NS,22.2,cg_bridge,2023-03-23,2025-05-30,False,22.9,58.7,-20.9,11.8,2.0,126.3,214.0,1390,,,
Divgi TorqTransfer Systems Ltd.,2023-03-14,590.0,DIVGIITTS.NS,2.6,cg_bridge,2023-03-14,2025-05-21,False,58.9,18.1,-24.5,2.6,0.0,91.5,169.0,1383,,,
Indo Farm Equipment Ltd.,2025-01-07,215.0,,27.3,,,2026-07-10,False,-15.8,-5.8,,-35.1,62.0,23.5,177.0,1934,-26.8,-35.1,62.0
Unimech Aerospace & Manufacturing Ltd.,2024-12-31,785.0,,75.3,,,2026-07-10,False,67.3,15.7,,9.6,53.0,73.9,107.0,1942,51.0,9.6,53.0
Carraro India Ltd.,2024-12-30,704.0,,-9.6,,,2026-07-10,False,-35.3,-24.8,,-63.9,70.0,-13.6,346.0,1945,-19.1,-63.9,70.0
Ventive Hospitality Ltd.,2024-12-30,643.0,,9.5,,,2026-07-10,False,6.2,15.0,,-13.3,44.0,28.4,138.0,1939,-2.9,-13.3,44.0
Senores Pharmaceuticals Ltd.,2024-12-30,391.0,,42.7,,,2026-07-10,False,49.2,110.9,,13.8,10.0,263.6,380.0,1943,263.1,13.8,10.0
Sanathan Textiles Ltd.,2024-12-27,321.0,,21.0,,,2026-07-10,False,45.5,35.3,,-6.3,45.0,72.6,139.0,1940,38.6,-6.3,45.0
Transrail Lighting Ltd.,2024-12-27,432.0,,28.1,,,2026-07-10,False,52.0,38.5,,2.2,71.0,86.4,159.0,1933,17.6,2.2,71.0
DAM Capital Advisors Ltd.,2024-12-27,283.0,,46.7,,,2026-07-10,False,-9.0,-25.4,,-29.0,71.0,5.5,110.0,1936,-45.8,-29.0,71.0
Mamata Machinery Ltd.,2024-12-27,243.0,,159.3,,,2026-07-10,False,62.6,73.3,,37.1,69.0,116.4,147.0,1937,56.4,37.1,69.0
Concord Enviro Systems Ltd.,2024-12-27,701.0,,18.0,,,2026-07-10,False,-16.3,-35.8,,-49.4,235.0,-32.2,254.0,1941,-49.7,-49.4,235.0
International Gemmological Institute (India) Ltd.,2024-12-20,417.0,,,,,,,,,,,,,,1930,,,
Inventurus Knowledge Solutions Ltd.,2024-12-19,1329.0,,47.5,,,2026-07-10,False,21.9,27.6,,0.3,76.0,45.1,386.0,1926,45.1,0.3,76.0
Sai Life Sciences Ltd.,2024-12-18,549.0,,39.3,,,2026-07-10,False,34.5,59.7,,16.6,77.0,130.4,388.0,1925,130.4,16.6,77.0
Vishal Mega Mart Ltd.,2024-12-18,78.0,,43.5,,,2026-07-10,False,57.5,70.7,,27.5,60.0,96.4,180.0,1924,52.3,27.5,60.0
One Mobikwik Systems Ltd.,2024-12-18,279.0,,89.2,,,2026-07-10,False,-12.2,-15.7,,-21.2,173.0,16.6,179.0,1928,-20.6,-21.2,173.0
Suraksha Diagnostic Ltd.,2024-12-06,441.0,,0.0,,,2026-07-10,False,-19.9,-32.7,,-37.9,78.0,-16.1,136.0,1918,-36.7,-37.9,78.0
Enviro Infra Engineers Ltd.,2024-11-29,148.0,,39.9,,,2026-07-10,False,60.8,46.7,,29.6,74.0,92.8,158.0,1911,65.2,29.6,74.0
NTPC Green Energy Ltd.,2024-11-27,108.0,,12.6,,,2026-07-10,False,8.0,-12.0,,-19.4,68.0,10.1,349.0,1902,-12.9,-19.4,68.0
Zinka Logistics Solutions Ltd.,2024-11-22,273.0,,-4.7,,,2026-07-10,False,66.8,134.8,,-7.2,2.0,168.8,226.0,1904,112.2,-7.2,2.0
Niva Bupa Health Insurance Co.Ltd.,2024-11-14,74.0,,0.0,,,2026-07-10,False,14.2,3.4,,-4.3,83.0,24.8,131.0,1899,16.9,-4.3,83.0
ACME Solar Holdings Ltd.,2024-11-13,289.0,,-12.4,,,2026-07-10,False,-17.7,-13.1,,-39.8,51.0,36.1,405.0,1897,30.5,-39.8,51.0
Swiggy Ltd.,2024-11-13,390.0,,16.9,,,2026-07-10,False,-21.2,-1.8,,-22.1,113.0,17.5,211.0,1896,-29.9,-22.1,113.0
Sagility India Ltd.,2024-11-12,30.0,,-2.3,,,2026-07-10,False,50.0,72.2,,-6.6,6.0,81.9,239.0,1898,41.8,-6.6,6.0
Afcons Infrastructure Ltd.,2024-11-04,463.0,,2.4,,,2026-07-10,False,-10.1,-3.9,,-14.3,182.0,0.6,231.0,1881,-35.0,-14.3,182.0
Godavari Biorefineries Ltd.,2024-10-30,352.0,,-2.5,,,2026-07-10,False,-51.5,-23.4,,-58.1,103.0,-2.3,181.0,1895,-23.1,-58.1,103.0
Deepak Builders & Engineers India Ltd.,2024-10-28,203.0,,-20.2,,,2026-07-10,False,-31.5,-23.7,,-35.8,130.0,-11.7,226.0,1890,-59.2,-35.8,130.0
Waaree Energies Ltd.,2024-10-28,1503.0,,55.6,,,2026-07-10,False,79.7,132.0,,39.2,63.0,148.8,217.0,1888,94.5,39.2,63.0
Hyundai Motor India Ltd.,2024-10-22,1960.0,,-7.2,,,2026-07-10,False,-13.1,19.5,,-19.2,114.0,43.3,227.0,1879,1.3,-19.2,114.0
Garuda Construction & Engineering Ltd.,2024-10-15,95.0,,12.0,,,2026-07-10,False,13.4,99.6,,-18.3,26.0,155.1,264.0,1883,86.5,-18.3,26.0
Diffusion Engineers Ltd.,2024-10-04,168.0,,20.9,,,2026-07-10,False,62.8,118.7,,20.9,0.0,191.5,12.0,1874,140.1,20.9,0.0
KRN Heat Exchanger & Refrigeration Ltd.,2024-10-03,220.0,,117.6,,,2026-07-10,False,290.7,276.7,,92.0,2.0,504.2,394.0,1864,459.5,92.0,2.0
Manba Finance Ltd.,2024-09-30,120.0,,31.2,,,2026-07-10,False,14.1,15.0,,7.9,149.0,31.3,183.0,1866,19.0,7.9,149.0
Arkade Developers Ltd.,2024-09-24,128.0,,29.6,,,2026-07-10,False,18.0,37.4,,0.8,39.0,63.2,205.0,1849,3.6,0.8,39.0
Western Carriers (India) Ltd.,2024-09-24,172.0,,-7.3,,,2026-07-10,False,-52.5,-19.2,,-58.7,135.0,-15.8,247.0,1844,-44.9,-58.7,135.0
Northern Arc Capital Ltd.,2024-09-24,263.0,,23.0,,,2026-07-10,False,-36.0,4.7,,-36.8,111.0,23.7,446.0,1855,23.7,-36.8,111.0
P N Gadgil Jewellers Ltd.,2024-09-17,480.0,,65.3,,,2026-07-10,False,3.0,32.4,,3.0,124.0,51.6,406.0,1841,22.5,3.0,124.0
Bajaj Housing Finance Ltd.,2024-09-16,70.0,,135.7,,,2026-07-10,False,64.4,65.6,,51.1,91.0,89.0,149.0,1822,25.8,51.1,91.0
Tolins Tyres Ltd.,2024-09-16,226.0,,5.9,,,2026-07-10,False,-49.4,-13.2,,-51.2,117.0,-13.2,249.0,1837,-53.6,-51.2,117.0
Kross Ltd.,2024-09-16,240.0,,8.3,,,2026-07-10,False,-26.3,-4.5,,-35.6,159.0,-4.3,250.0,1839,-22.5,-35.6,159.0
Shree Tirupati Balajee Agro Trading Co.Ltd.,2024-09-12,83.0,,13.9,,,2026-07-10,False,-36.6,-39.6,,-51.2,134.0,-32.1,238.0,1835,-66.6,-51.2,134.0
Gala Precision Engineering Ltd.,2024-09-09,529.0,,43.1,,,2026-07-10,False,57.8,56.4,,31.1,7.0,160.8,79.0,1829,124.5,31.1,7.0
Baazar Style Retail Ltd.,2024-09-06,389.0,,2.8,,,2026-07-10,False,-41.1,-10.9,,-52.9,114.0,7.2,412.0,1825,-22.8,-52.9,114.0
ECOS (India) Mobility & Hospitality Ltd.,2024-09-04,334.0,,32.7,,,2026-07-10,False,-43.2,-18.1,,-47.3,124.0,5.8,220.0,1820,-61.3,-47.3,124.0
Premier Energies Ltd.,2024-09-03,450.0,,86.6,,,2026-07-10,False,90.6,127.8,,86.6,0.0,205.2,71.0,1818,148.3,86.6,0.0
Orient Technologies Ltd.,2024-08-28,206.0,,46.8,,,2026-07-10,False,60.0,47.1,,22.6,27.0,221.4,99.0,1809,34.5,22.6,27.0
Interarch Building Products Ltd.,2024-08-26,900.0,,32.9,,,2026-07-10,False,72.6,132.4,,26.1,7.0,191.7,305.0,1811,104.3,26.1,7.0
Saraswati Saree Depot Ltd.,2024-08-20,160.0,,27.3,,,2026-07-10,False,-33.6,-41.0,,-49.7,153.0,-33.8,201.0,1542,-65.2,-49.7,153.0
Unicommerce eSolutions Ltd.,2024-08-13,108.0,,94.5,,,2026-07-10,False,20.2,20.0,,-4.6,139.0,40.5,264.0,1802,-18.0,-4.6,139.0
Brainbees Solutions Ltd.,2024-08-13,465.0,,46.0,,,2026-07-10,False,-10.0,-19.4,,-31.8,164.0,-10.8,202.0,1801,-54.4,-31.8,164.0
Ola Electric Mobility Ltd.,2024-08-09,76.0,,20.0,,,2026-07-10,False,-7.9,-47.2,,-47.6,229.0,-9.2,265.0,1765,-46.8,-47.6,229.0
Ceigall India Ltd.,2024-08-08,401.0,,-3.5,,,2026-07-10,False,-26.7,-35.7,,-40.1,213.0,-1.3,467.0,1798,-8.8,-40.1,213.0
Akums Drugs & Pharmaceuticals Ltd.,2024-08-06,679.0,,17.3,,,2026-07-10,False,-16.7,-28.3,,-37.9,166.0,3.4,477.0,1794,3.4,-37.9,166.0
Sanstar Ltd.,2024-07-26,95.0,,21.1,,,2026-07-10,False,13.7,-4.8,19.2,-11.5,194.0,34.1,475.0,1779,19.2,-11.5,194.0
Bansal Wire Industries Ltd.,2024-07-10,256.0,,36.9,,,2026-07-10,False,73.6,53.1,29.4,28.9,162.0,63.3,254.0,1767,29.4,28.9,162.0
Emcure Pharmaceuticals Ltd.,2024-07-10,1008.0,,34.8,,,2026-07-10,False,43.5,27.3,80.0,-10.2,186.0,86.5,486.0,1766,80.0,-10.2,186.0
Vraj Iron & Steel Ltd.,2024-07-03,207.0,,21.7,,,2026-07-10,False,8.1,-14.5,-44.4,-28.7,210.0,-9.1,214.0,1758,-43.5,-28.7,210.0
Allied Blenders & Distillers Ltd.,2024-07-02,281.0,,13.1,,,2026-07-10,False,52.9,51.0,139.5,1.7,23.0,143.3,333.0,1580,130.9,1.7,23.0
Stanley Lifestyles Ltd.,2024-06-28,369.0,,28.7,,,2026-07-10,False,13.6,-5.2,-60.8,-28.1,171.0,-0.8,219.0,1749,-57.7,-28.1,171.0
Akme Fintrade (India) Ltd.,2024-06-26,120.0,,11.1,,,2026-07-10,False,-21.5,-37.6,-13.5,-45.7,190.0,-9.1,492.0,1751,-18.8,-45.7,190.0
DEE Development Engineers Ltd.,2024-06-26,203.0,,65.2,,,2026-07-10,False,57.1,54.3,228.7,-12.1,164.0,263.9,490.0,1746,244.2,-12.1,164.0
Le Travenues Technology Ltd.,2024-06-18,93.0,,78.2,,,2026-07-10,False,66.5,94.0,103.1,34.6,185.0,260.8,332.0,1742,122.8,34.6,185.0
Kronox Lab Sciences Ltd.,2024-06-10,136.0,KRONOX.NS,17.2,cg_bridge,2024-06-10,2026-07-10,False,61.2,19.5,-2.3,-0.4,226.0,48.8,267.0,1738,,,
Awfis Space Solutions Ltd.,2024-05-30,383.0,AWFIS.NS,10.1,cg_bridge,2024-05-30,2026-07-10,False,88.5,68.3,-14.4,5.2,1.0,135.0,58.0,1730,,,
Go Digit General Insurance Ltd.,2024-05-23,272.0,GODIGIT.NS,12.5,cg_bridge,2024-05-23,2026-07-10,False,19.8,19.0,13.8,2.4,160.0,36.9,311.0,1727,,,
Aadhar Housing Finance Ltd.,2024-05-15,315.0,AADHARHFC.NS,4.6,cg_bridge,2024-05-15,2026-07-10,False,34.6,41.9,47.4,4.6,0.0,71.4,339.0,1717,,,
